Date,target_rv_10
2018-12-26 05:00:00,0.032295932019713335
2018-12-27 05:00:00,0.03178599733863238
2018-12-28 05:00:00,0.03110795492939289
2018-12-31 05:00:00,0.031113996639653044
2019-01-02 05:00:00,0.04382427859540738
2019-01-03 05:00:00,0.0468688676409204
2019-01-04 05:00:00,0.046486532796884084
2019-01-07 05:00:00,0.0454276067953084
2019-01-08 05:00:00,0.044700063496303746
2019-01-09 05:00:00,0.0387319191267177
2019-01-10 05:00:00,0.03878823033638583
2019-01-11 05:00:00,0.038968780745268335
2019-01-14 05:00:00,0.0395254195225126
2019-01-15 05:00:00,0.03980577581451849
2019-01-16 05:00:00,0.016600124072783162
2019-01-17 05:00:00,0.012008339003588853
2019-01-18 05:00:00,0.01489274262234926
2019-01-22 05:00:00,0.013903168346728735
2019-01-23 05:00:00,0.013170552022416248
2019-01-24 05:00:00,0.016834832229233935
2019-01-25 05:00:00,0.016789139749430942
2019-01-28 05:00:00,0.016292539025362776
2019-01-29 05:00:00,0.025508322490431962
2019-01-30 05:00:00,0.025459571038909314
2019-01-31 05:00:00,0.025546949804660136
2019-02-01 05:00:00,0.0264227096354526
2019-02-04 05:00:00,0.024037410191860467
2019-02-05 05:00:00,0.024214144917913218
2019-02-06 05:00:00,0.02548114696784495
2019-02-07 05:00:00,0.024478253046491392
2019-02-08 05:00:00,0.024222930494186695
2019-02-11 05:00:00,0.023302286361883095
2019-02-12 05:00:00,0.012918282187685995
2019-02-13 05:00:00,0.012850679630535556
2019-02-14 05:00:00,0.012938217458588558
2019-02-15 05:00:00,0.009461444823410584
2019-02-19 05:00:00,0.00783841711727315
2019-02-20 05:00:00,0.007968379330023931
2019-02-21 05:00:00,0.0059930470817732345
2019-02-22 05:00:00,0.006247488644712356
2019-02-25 05:00:00,0.005639247617719067
2019-02-26 05:00:00,0.005275033384173636
2019-02-27 05:00:00,0.006270528792827434
2019-02-28 05:00:00,0.0068453759403214205
2019-03-01 05:00:00,0.006681219322077896
2019-03-04 05:00:00,0.006863732751263277
2019-03-05 05:00:00,0.007195762008533818
2019-03-06 05:00:00,0.008049896022521383
2019-03-07 05:00:00,0.007246197756601191
2019-03-08 05:00:00,0.012951786802292108
2019-03-11 04:00:00,0.01319483499427003
2019-03-12 04:00:00,0.013194631777559997
2019-03-13 04:00:00,0.01241352479056036
2019-03-14 04:00:00,0.012537414905833238
2019-03-15 04:00:00,0.01258979054909653
2019-03-18 04:00:00,0.01318607266273335
2019-03-19 04:00:00,0.01251846019468021
2019-03-20 04:00:00,0.01347773102106318
2019-03-21 04:00:00,0.016951795160531698
2019-03-22 04:00:00,0.015927049720232803
2019-03-25 04:00:00,0.016500678626398455
2019-03-26 04:00:00,0.016599994675467043
2019-03-27 04:00:00,0.01640185476054666
2019-03-28 04:00:00,0.016078528225821516
2019-03-29 04:00:00,0.015923346947831943
2019-04-01 04:00:00,0.015988863896311732
2019-04-02 04:00:00,0.01593783312395347
2019-04-03 04:00:00,0.011158921672597522
